Lista de precios,,
ARTICULO,DESCRIPCION,PRECIO 1
D-3436,"Dado de 12 puntas, cuadro 3/4' de 1-1/8'",189.655177871056
D-3454,"Dado de 12 puntas, cuadro 3/4' de 1-11/16'",331.896552653657
D-3458,"Dado de 12 puntas, cuadro 3/4' de 1-13/16'",370.689657218192
D-3438,"Dado de 12 puntas, cuadro 3/4' de 1-3/16'",202.5862127259
D-3426,"Dado de 12 puntas, cuadro 3/4' de 13/16'",146.551728354907
D-3456,"Dado de 12 puntas, cuadro 3/4' de 1-3/4'",344.827604749882
D-3444,"Dado de 12 puntas, cuadro 3/4' de 1-3/8'",250.000007193664
D-3442,"Dado de 12 puntas, cuadro 3/4' de 1-5/16'",254.310352145279
D-3430,"Dado de 12 puntas, cuadro 3/4' de 15/16'",163.793108161366
D-3452,"Dado de 12 puntas, cuadro 3/4' de 1-5/8'",318.965526419503
D-3446,"Dado de 12 puntas, cuadro 3/4' de 1-7/16'",280.172421854969
D-3460,"Dado de 12 puntas, cuadro 3/4' de 1-7/8'",310.344836516273
D-3450,"Dado de 12 puntas, cuadro 3/4' de 1-9/16'",306.034491564658
D-3464,"Dado de 12 puntas, cuadro 3/4' de 2'",409.482770403416
D-3424,"Dado de 12 puntas, cuadro 3/4' de 3/4'",129.310348548447
D-3428,"Dado de 12 puntas, cuadro 3/4' de 7/8'",137.931038451677
D-3832,"Dado de 12 puntas, cuadro 3/8' de 1'",51.7241394193788
D-3816,"Dado de 12 puntas, cuadro 3/8' de 1/2'",34.4827596129192
D-3808,"Dado de 12 puntas, cuadro 3/8' de 1/4'",34.4827596129192
D-3810-M,"Dado de 12 puntas, cuadro 3/8' de 10mm",34.4827596129192
D-3822,"Dado de 12 puntas, cuadro 3/8' de 11/16'",34.4827596129192
D-3811-M,"Dado de 12 puntas, cuadro 3/8' de 11mm",34.4827596129192
D-3812-M,"Dado de 12 puntas, cuadro 3/8' de 12mm",34.4827596129192
D-3826,"Dado de 12 puntas, cuadro 3/8' de 13/16'",38.7931045645341
D-3813-M,"Dado de 12 puntas, cuadro 3/8' de 13mm",34.4827596129192
D-3814-M,"Dado de 12 puntas, cuadro 3/8' de 14mm",37.0689665838881
D-3830,"Dado de 12 puntas, cuadro 3/8' de 15/16'",47.4137944677639
D-3815-M,"Dado de 12 puntas, cuadro 3/8' de 15mm",38.7931045645341
D-3816-M,"Dado de 12 puntas, cuadro 3/8' de 16mm",40.5172425451801
D-3817-M,"Dado de 12 puntas, cuadro 3/8' de 17mm",40.5172425451801
D-3818-M,"Dado de 12 puntas, cuadro 3/8' de 18mm",40.5172425451801
D-3819-M,"Dado de 12 puntas, cuadro 3/8' de 19mm",40.5172425451801
D-3820-M,"Dado de 12 puntas, cuadro 3/8' de 20mm",43.103449516149
D-3821-M,"Dado de 12 puntas, cuadro 3/8' de 21mm",43.103449516149
D-3822-M,"Dado de 12 puntas, cuadro 3/8' de 22mm",47.4137944677639
D-3824,"Dado de 12 puntas, cuadro 3/8' de 3/4'",34.4827596129192
D-3812,"Dado de 12 puntas, cuadro 3/8' de 3/8'",34.4827596129192
D-3810,"Dado de 12 puntas, cuadro 3/8' de 5/16'",34.4827596129192
F5120,"Dado de 12 puntas, cuadro 3/8' de 5/8'",29.3103456709813
D-3814,"Dado de 12 puntas, cuadro 3/8' de 7/16'",34.4827596129192
D-3828,"Dado de 12 puntas, cuadro 3/8' de 7/8'",47.4137944677639
D-5207-M,"Dado de 12 puntas, cuadro 3/8' de 7mm",25.8620697096894
D-3808-M,"Dado de 12 puntas, cuadro 3/8' de 8mm",34.4827596129192
D-3818,"Dado de 12 puntas, cuadro 3/8' de 9/16'",34.4827596129192
D-3809-M,"Dado de 12 puntas, cuadro 3/8' de 9mm",34.4827596129192
D-1232-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 1'",137.931038451677
D-1216-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 1/2'",86.206899032298
D-1234-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 1-1/16'",163.793108161366
D-1222-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 11/16'",86.206899032298
D-1236-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 1-1/8'",176.724143016211
D-1226-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 13/16'",99.1379338871427
D-1230-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 15/16'",125.000003596832
D-1224-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 3/4'",94.8275889355278
D-1220-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 5/8'",86.206899032298
D-1228-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 7/8'",107.758623790373
D-1218-EL,"Dado de 12 puntas, largo, cuadro 1/2' de 9/16'",86.206899032298
5011M,"Dado de 12 puntas, largo, cuadro 3/8' de 11mm",64.6551742742235
5013M,"Dado de 12 puntas, largo, cuadro 3/8' de 13mm",68.9655192258384
5016M,"Dado de 12 puntas, largo, cuadro 3/8' de 16mm",70.6896572064844
D-3456-H,"Dado de 1-3/4"", 6 puntas, cuadro 3/4"", truper",344.827604749882
D-3444-H,"Dado de 1-3/8"", 6 puntas, cuadro 3/4"", truper",254.310352145279
D-1220-50L,Dado de 6 p. largo para bujía 1/2' x 5/8',81.8965540806831
D-3826-B,"Dado de 6 puntas de 13/16' para bujías, cuadro 3/8'",64.6551742742235
D-3820-B,"Dado de 6 puntas de 5/8' para bujías, cuadro 3/8'",51.7241394193788
F5826HPA,"Dado de 6 puntas largas de 13/16' para bujías, cuadro 1/2'",68.9655192258384
D-1232-H,"Dado de 6 puntas, cuadro 1/2' de 1'",86.206899032298
D-1216-H,"Dado de 6 puntas, cuadro 1/2' de 1/2'",47.4137944677639
D-1210-M,"Dado de 6 puntas, cuadro 1/2' de 10mm",47.4137944677639
D-1234-H,"Dado de 6 puntas, cuadro 1/2' de 1-1/16'",107.758623790373
D-1222-H,"Dado de 6 puntas, cuadro 1/2' de 11/16'",47.4137944677639
D-1240-H,"Dado de 6 puntas, cuadro 1/2' de 1-1/4'",136.206900471031
D-1236-H,"Dado de 6 puntas, cuadro 1/2' de 1-1/8'",120.689658645217
D-1211-M,"Dado de 6 puntas, cuadro 1/2' de 11mm",47.4137944677639
D-1212-M,"Dado de 6 puntas, cuadro 1/2' de 12mm",47.4137944677639
D-1238-H,"Dado de 6 puntas, cuadro 1/2' de 1-3/16'",127.586210567801
D-1226-H,"Dado de 6 puntas, cuadro 1/2' de 13/16'",58.6206913419626
D-1213-M,"Dado de 6 puntas, cuadro 1/2' de 13mm",47.4137944677639
D-1213-ML,"Dado de 6 puntas, cuadro 1/2' de 13mm",77.5862091290682
D-1214-M,"Dado de 6 puntas, cuadro 1/2' de 14mm",47.4137944677639
D-1230-H,"Dado de 6 puntas, cuadro 1/2' de 15/16'",68.9655192258384
D-1215-M,"Dado de 6 puntas, cuadro 1/2' de 15mm",47.4137944677639
D-1216-M,"Dado de 6 puntas, cuadro 1/2' de 16mm",47.4137944677639
D-1217-M,"Dado de 6 puntas, cuadro 1/2' de 17mm",51.7241394193788
D-1218-M,"Dado de 6 puntas, cuadro 1/2' de 18mm",56.8965533613167
D-1219-M,"Dado de 6 puntas, cuadro 1/2' de 19mm",56.0344843709937
D-1220-M,"Dado de 6 puntas, cuadro 1/2' de 20mm",64.6551742742235
D-1221-M,"Dado de 6 puntas, cuadro 1/2' de 21mm",64.6551742742235
D-1222-M,"Dado de 6 puntas, cuadro 1/2' de 22mm",72.4137951871303
D-1223-M,"Dado de 6 puntas, cuadro 1/2' de 23mm",81.0344850903601
D-1224-M,"Dado de 6 puntas, cuadro 1/2' de 24mm",81.0344850903601
D-1225-M,"Dado de 6 puntas, cuadro 1/2' de 25mm",86.206899032298
D-1224-H,"Dado de 6 puntas, cuadro 1/2' de 3/4'",51.7241394193788
D-1212-H,"Dado de 6 puntas, cuadro 1/2' de 3/8'",47.4137944677639
D-1220-H,"Dado de 6 puntas, cuadro 1/2' de 5/8'",47.4137944677639
D-1214-H,"Dado de 6 puntas, cuadro 1/2' de 7/16'",47.4137944677639
D-1228-H,"Dado de 6 puntas, cuadro 1/2' de 7/8'",64.6551742742235
D-1218-H,"Dado de 6 puntas, cuadro 1/2' de 9/16'",47.4137944677639
D-1416,"Dado de 6 puntas, cuadro 1/4' de 1/2'",31.8965526419503
D-1408,"Dado de 6 puntas, cuadro 1/4' de 1/4'",30.1724146613043
D-1411,"Dado de 6 puntas, cuadro 1/4' de 11/32'",30.1724146613043
D-1411-M,"Dado de 6 puntas, cuadro 1/4' de 11mm",30.1724146613043
D-1413-M,"Dado de 6 puntas, cuadro 1/4' de 13mm",30.1724146613043
4406,"Dado de 6 puntas, cuadro 1/4' de 3/16'",30.1724146613043
D-1412,"Dado de 6 puntas, cuadro 1/4' de 3/8'",31.8965526419503
D-1404-M,"Dado de 6 puntas, cuadro 1/4' de 4mm",30.1724146613043
D-1410,"Dado de 6 puntas, cuadro 1/4' de 5/16'",30.1724146613043
D-1405,"Dado de 6 puntas, cuadro 1/4' de 5/32'",30.1724146613043
D-1405-M,"Dado de 6 puntas, cuadro 1/4' de 5mm",30.1724146613043
D-1406-M,"Dado de 6 puntas, cuadro 1/4' de 6mm",30.1724146613043
D-1414,"Dado de 6 puntas, cuadro 1/4' de 7/16'",31.8965526419503
D-1407,"Dado de 6 puntas, cuadro 1/4' de 7/32'",30.1724146613043
D-1407-M,"Dado de 6 puntas, cuadro 1/4' de 7mm",30.1724146613043
D-1409,"Dado de 6 puntas, cuadro 1/4' de 9/32'",30.1724146613043
D-1409-M,"Dado de 6 puntas, cuadro 1/4' de 9mm",30.1724146613043
D-3434-H,"Dado de 6 puntas, cuadro 3/4' de 1-1/16'",181.034487967826
D-3448-H,"Dado de 6 puntas, cuadro 3/4' de 1-1/2'",293.103456709813
D-3440-H,"Dado de 6 puntas, cuadro 3/4' de 1-1/4'",206.896566298205
D-3436-H,"Dado de 6 puntas, cuadro 3/4' de 1-1/8'",185.344832919441
D-3454-H,"Dado de 6 puntas, cuadro 3/4' de 1-11/16'",331.896552653657
D-3458-H,"Dado de 6 puntas, cuadro 3/4' de 1-13/16'",370.689657218192
D-3438-H,"Dado de 6 puntas, cuadro 3/4' de 1-3/16'",198.275876394975
D-3442-H,"Dado de 6 puntas, cuadro 3/4' de 1-5/16'",254.310352145279
D-3430-H,"Dado de 6 puntas, cuadro 3/4' de 15/16'",168.103453112981
D-3452-H,"Dado de 6 puntas, cuadro 3/4' de 1-5/8'",318.965526419503
D-3446-H,"Dado de 6 puntas, cuadro 3/4' de 1-7/16'",280.172421854969
D-3460-H,"Dado de 6 puntas, cuadro 3/4' de 1-7/8'",383.620709314416
D-3450-H,"Dado de 6 puntas, cuadro 3/4' de 1-9/16'",306.034491564658
D-3464-H,"Dado de 6 puntas, cuadro 3/4' de 2'",409.482770403416
D-3832-H,"Dado de 6 puntas, cuadro 3/8' de 1'",51.7241394193788
D-3816-H,"Dado de 6 puntas, cuadro 3/8' de 1/2'",34.4827596129192
D-3808-H,"Dado de 6 puntas, cuadro 3/8' de 1/4'",34.4827596129192
F5122H,"Dado de 6 puntas, cuadro 3/8' de 11/16'",34.4827596129192
D-3826-H,"Dado de 6 puntas, cuadro 3/8' de 13/16'",38.7931045645341
D-3830-H,"Dado de 6 puntas, cuadro 3/8' de 15/16'",49.1379324484099
D-3824-H,"Dado de 6 puntas, cuadro 3/8' de 3/4'",36.2068975935652
D-3812-H,"Dado de 6 puntas, cuadro 3/8' de 3/8'",34.4827596129192
D-3810-H,"Dado de 6 puntas, cuadro 3/8' de 5/16'",34.4827596129192
D-3820-H,"Dado de 6 puntas, cuadro 3/8' de 5/8'",38.7931045645341
D-3828-H,"Dado de 6 puntas, cuadro 3/8' de 7/8'",47.4137944677639
D-3810-HM,"Dado de 6 puntas, cuadro 3/8', de 10mm",34.4827596129192
D-3811-HM,"Dado de 6 puntas, cuadro 3/8', de 11mm",34.4827596129192
D-3812-HM,"Dado de 6 puntas, cuadro 3/8', de 12mm",34.4827596129192
D-3813-HM,"Dado de 6 puntas, cuadro 3/8', de 13mm",34.4827596129192
D-3814-HM,"Dado de 6 puntas, cuadro 3/8', de 14mm",34.4827596129192
D-3815-HM,"Dado de 6 puntas, cuadro 3/8', de 15mm",36.2068975935652
D-3816-HM,"Dado de 6 puntas, cuadro 3/8', de 16mm",36.2068975935652
D-3817-HM,"Dado de 6 puntas, cuadro 3/8', de 17mm",38.7931045645341
D-3818-HM,"Dado de 6 puntas, cuadro 3/8', de 18mm",40.5172425451801
D-3819-HM,"Dado de 6 puntas, cuadro 3/8', de 19mm",44.827587496795
D-3820-HM,"Dado de 6 puntas, cuadro 3/8', de 20mm",49.1379324484099
D-3821-HM,"Dado de 6 puntas, cuadro 3/8', de 21mm",49.1379324484099
D-3822-HM,"Dado de 6 puntas, cuadro 3/8', de 22mm",50.0000014387328
D-3806-HM,"Dado de 6 puntas, cuadro 3/8', de 6mm",34.4827596129192
D-3807-HM,"Dado de 6 puntas, cuadro 3/8', de 7mm",34.4827596129192
D-3808-HM,"Dado de 6 puntas, cuadro 3/8', de 8mm",34.4827596129192
D-3809-HM,"Dado de 6 puntas, cuadro 3/8', de 9mm",34.4827596129192
D-3814-H,"Dado de 6 puntas, cuadro 3/8', standard, de 7/16'",34.4827596129192
D-3818-H,"Dado de 6 puntas, cuadro 3/8', standard, de 9/16'",36.2068975935652
D-3808-HM-L,"Dado de 6 puntas, largo cuadro 3/8"" 8MM",51.7241394193788
D-1232-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 1'",129.310348548447
D-1216-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 1/2'",77.5862091290682
D-1222-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 11/16'",86.206899032298
D-1226-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 13/16'",94.8275889355278
D-1230-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 15/16'",125.000003596832
D-1224-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 3/4'",94.8275889355278
D-1212-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 3/8'",86.206899032298
D-1220-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 5/8'",86.206899032298
D-1214-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 7/16'",86.206899032298
D-1228-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 7/8'",105.172416819404
D-1218-HL,"Dado de 6 puntas, largo, cuadro 1/2' de 9/16'",77.5862091290682
D-1416-L,"Dado de 6 puntas, largo, cuadro 1/4' de 1/2'",44.827587496795
D-1408-L,"Dado de 6 puntas, largo, cuadro 1/4' de 1/4'",43.103449516149
F4410HLM,"Dado de 6 puntas, largo, cuadro 1/4' de 10mm",43.103449516149
D-1411-L,"Dado de 6 puntas, largo, cuadro 1/4' de 11/32'",43.103449516149
F4411HLM,"Dado de 6 puntas, largo, cuadro 1/4' de 11mm",43.103449516149
D-1412-LM,"Dado de 6 puntas, largo, cuadro 1/4' de 12mm",43.103449516149
F4413HLM,"Dado de 6 puntas, largo, cuadro 1/4' de 13mm",44.827587496795
D-1414-LM,"Dado de 6 puntas, largo, cuadro 1/4' de 14mm",44.827587496795
D-1412-L,"Dado de 6 puntas, largo, cuadro 1/4' de 3/8'",43.103449516149
D-1410-L,"Dado de 6 puntas, largo, cuadro 1/4' de 5/16'",43.103449516149
D-1406-LM,"Dado de 6 puntas, largo, cuadro 1/4' de 6mm",43.103449516149
F4414HL,"Dado de 6 puntas, largo, cuadro 1/4' de 7/16'",43.103449516149
D-1407-LM,"Dado de 6 puntas, largo, cuadro 1/4' de 7mm",43.103449516149
D-1408-LM,"Dado de 6 puntas, largo, cuadro 1/4' de 8mm",43.103449516149
D-1418-L,"Dado de 6 puntas, largo, cuadro 1/4' de 9/16'",44.827587496795
D-1409-L,"Dado de 6 puntas, largo, cuadro 1/4' de 9/32'",43.103449516149
D-1409-LM,"Dado de 6 puntas, largo, cuadro 1/4' de 9mm",43.103449516149
D-3440-HL,"Dado de 6 puntas, largo, cuadro 3/4' de 1-1/4'",318.965526419503
D-3438-HL,"Dado de 6 puntas, largo, cuadro 3/4' de 1-3/16'",306.034491564658
D-3442-HL,"Dado de 6 puntas, largo, cuadro 3/4' de 1-5/16'",327.586216322732
D-3446-HL,"Dado de 6 puntas, largo, cuadro 3/4' de 1-7/16'",353.448286032422
D-3816-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 1/2'",47.4137944677639
D-3810-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 10mm",51.7241394193788
D-3822-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 11/16'",60.3448293226086
D-3811-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 11mm",51.7241394193788
D-3812-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 12mm",51.7241394193788
D-3826-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 13/16'",68.9655192258384
D-3813-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 13mm",51.7241394193788
D-3814-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 14mm",53.4482774000248
D-3815-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 15mm",64.6551742742235
F5116HLM,"Dado de 6 puntas, largo, cuadro 3/8' de 16mm",56.0344843709937
D-3817-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 17mm",73.2758641774533
D-3818-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 18mm",81.8965540806831
D-3819-HM-L,"Dado de 6 puntas, largo, cuadro 3/8' de 19mm",94.8275889355278
D-3824-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 3/4'",64.6551742742235
D-3812-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 3/8'",47.4137944677639
D-3820-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 5/8'",56.0344843709937
D-3814-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 7/16'",51.7241394193788
D-3828-HL,"Dado de 6 puntas, largo, cuadro 3/8' de 7/8'",73.2758641774533
F5118HL,"Dado de 6 puntas, largo, cuadro 3/8' de 9/16'",51.7241394193788
D-1226-M,"Dado de 6/12 puntas, cuadro 1/2' de 26mm",86.206899032298
D-1410-M,"Dado de 6/12 puntas, cuadro 1/4' de 10mm",30.1724146613043
D-1412-M,"Dado de 6/12 puntas, cuadro 1/4' de 12mm",30.1724146613043
D-1408-M,"Dado de 6/12 puntas, cuadro 1/4' de 8mm",30.1724146613043
5432S,"Dado de 8 puntas 1/2 X 1""",150.862073306522
5416S,"Dado de 8 puntas 1/2 X 1/2""",112.068968741987
5422S,"Dado de 8 puntas 1/2 X 11/16""",120.689658645217
5426S,"Dado de 8 puntas 1/2 X 13/16""",155.172418258136
5424S,"Dado de 8 puntas 1/2 X 3/4""",137.931038451677
5412S,"Dado de 8 puntas 1/2 X 3/8""",112.068968741987
5420S,"Dado de 8 puntas 1/2 X 5/8""",116.379313693602
5414S,"Dado de 8 puntas 1/2 X 7/16""",112.068968741987
5428S,"Dado de 8 puntas 1/2 X 7/8""",168.103453112981
5418S,"Dado de 8 puntas 1/2 X 9/16""",112.068968741987
D-7316-H,"Dado de de impacto, largo, 6 puntas, cuadro 1/2' de 1/2'",110.344830761341
D-7310-M,"Dado de de impacto, largo, 6 puntas, cuadro 1/2' de 10mm",129.310348548447
D-7311-M,"Dado de de impacto, largo, 6 puntas, cuadro 1/2' de 11mm",129.310348548447
D-7312-H,"Dado de de impacto, largo, 6 puntas, cuadro 1/2' de 3/8'",110.344830761341
D-7314-H,"Dado de de impacto, largo, 6 puntas, cuadro 1/2' de 7/16'",110.344830761341
7326HD,"Dado de impacto delg, largo, 1/2' de 13/16'",189.655177871056
D-7432-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1'",99.1379338871427
D-7416-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1/2'",60.3448293226086
D-7410-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 10mm",51.7241394193788
D-7334-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1-1/16'",206.896557677515
D-7434-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1-1/16'",112.93103773231
D-7422-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 11/16'",71.5517261968074
D-7340-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1-1/4'",267.241387000124
D-7440-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1-1/4'",143.965521383938
D-7436-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1-1/8'",131.034486529093
D-7336-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 1-1/8'",241.379317290434
D-7411-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 11mm",51.7241394193788
D-7412-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 12mm",51.7241394193788
D-7426-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 13/16'",78.4482781193912
D-7413-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 13mm",51.7241394193788
D-7414-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 14mm",51.7241394193788
D-7430-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 15/16'",99.1379338871427
D-7415-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 15mm",51.7241394193788
D-7416-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 16mm",63.7931052839005
D-7417-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 17mm",71.5517261968074
D-7418-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 18mm",71.5517261968074
D-7419-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 19mm",71.5517261968074
D-7420-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 20mm",78.4482781193912
D-7421-M,"Dado de impacto, 6 puntas, cuadro 1/2' de 21mm",78.4482781193912
D-7424-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 3/4'",71.5517261968074
D-7412-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 3/8'",60.3448293226086
D-7420-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 5/8'",64.6551742742235
D-7414-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 7/16'",60.3448293226086
D-7428-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 7/8'",81.0344850903601
D-7418-H,"Dado de impacto, 6 puntas, cuadro 1/2' de 9/16'",60.3448293226086
7326H,"Dado de impacto, largo, 1/2' de 13/16'",163.793108161366
D-7332-H,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 1'",172.413798064596
D-7322-H,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 11/16'",120.689658645217
D-7312-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 12mm",129.310348548447
D-7326-H,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 13/16'",122.413796625863
D-7313-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 13mm",129.310348548447
D-7314-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 14mm",129.310348548447
D-7330-HL,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 15/16'",202.5862127259
D-7315-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 15mm",155.172418258136
D-7316-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 16mm",155.172418258136
D-7317-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 17mm",155.172418258136
D-7318-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 18mm",163.793116782056
D-7319-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 19mm",163.793116782056
D-7320-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 20mm",172.413798064596
D-7321-M,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 21mm",172.413798064596
D-7324-HL,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 3/4'",163.793108161366
D-7320-H,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 5/8'",120.689658645217
D-7328-HL,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 7/8'",159.482754589061
D-7318-HL,"Dado de impacto, largo, 6 puntas, cuadro 1/2' de 9/16'",120.689658645217
7324H,"Dado de impacto, largo, hex. 1/2' de 3/4'",172.413798064596
5208H,"Dado hex. ent. 3/8 x 1/4""",47.4137944677639
10035T,"Dado imp 1"" 12pt 2-3/16"" Urrea",1099.13793679973
10044,"Dado imp 1"" 6pt 2-3/4"" Urrea",2099.13791385025
7448H,"Dado imp 1/2"" 6pt 1-1/2""",366.379320887267
7338U,"Dado imp 1/2"" lgo 12pt 1-3/16"" Urrea	",258.620697096894
7518U,"Dado imp 3/4"" 6pt 1-1/8"" Urrea",280.172430475658
7523U,"Dado imp 3/4"" 6pt 1-7/16""",350.862079061453
7340H,"Dado imp lgo 1/2"" 6pt 1-1/4""",293.103448089123
7336H,"Dado imp lgo 1/2"" 6pt 1-1/8""",254.310343524589
S7916HL,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1'",435.344831492415
D-7517-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-1/16'",456.8965476298
D-7524-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-1/2'",538.793118951863
D-7520-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-1/4'",456.8965476298
D-7518-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-1/8'",456.8965476298
D-7522-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-3/8'",500.000014387328
D-7521-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-5/16'",456.8965476298
S7915HL,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 15/16'",387.931045645341
D-7523-L,"Dado impacto, largo, 6 puntas, cuadro 3/4' de 1-7/16'",517.241411435168
D-1210-ML,"Dado largo 6 puntas, cuadro 1/2' de 10mm",77.5862091290682
D-1211-ML,"Dado largo 6 puntas, cuadro 1/2' de 11mm",77.5862091290682
D-1212-ML,"Dado largo 6 puntas, cuadro 1/2' de 12mm",77.5862091290682
D-1214-ML,"Dado largo 6 puntas, cuadro 1/2' de 14mm",86.206899032298
D-1215-ML,"Dado largo 6 puntas, cuadro 1/2' de 15mm",81.8965540806831
D-1216-ML,"Dado largo 6 puntas, cuadro 1/2' de 16mm",81.8965540806831
D-1217-ML,"Dado largo 6 puntas, cuadro 1/2' de 17mm",86.206899032298
D-1218-ML,"Dado largo 6 puntas, cuadro 1/2' de 18mm",86.206899032298
D-1219-ML,"Dado largo 6 puntas, cuadro 1/2' de 19mm",86.206899032298
D-3808-HL,"Dado largo de 1/4"", 6 puntas, cuadro 3/8""",47.4137944677639
D-1240-HL,"Dado largo de 1-1/4"", 6 puntas, cuadro 1/2"",",193.965522822671
D-1236-HL ,"Dado largo de 1-1/8"", 6 puntas, cuadro 1/2""",172.413798064596
D-1220-ML,"Dado largo de 20 mm, 6 puntas, cuadro 1/2"", Truper",100.000002877466
D-1221-ML,"Dado largo de 21 mm, 6 puntas, cuadro 1/2"", Truper",100.000002877466
D-1222-ML,"Dado largo de 22 mm, 6 puntas, cuadro 1/2"", Truper",115.517244703279
D-1223-ML,"Dado largo de 23 mm, 6 puntas, cuadro 1/2"", Truper",127.586210567801
D-1224-ML,"Dado largo de 24 mm, 6 puntas, cuadro 1/2"", Truper",129.310348548447
D-1225-ML,"Dado largo de 25 mm, 6 puntas, cuadro 1/2"", Truper",146.551728354907
D-1226-ML,"Dado largo de 26 mm, 6 puntas, cuadro 1/2"", Truper",159.482771830441
D-1212-EL,"Dado largo de 3/8"" 12 puntas, cuadro 1/2"", Truper",86.206899032298
